search_keyword,product_id,title,price,status_code,status,condition,location,free_shipping,num_faved,num_comment,update_time,update_timestamp,tag,category_id,product_url
쿠쿠 밥솥,398961841,새제품) 쿠쿠 전기밥솥 CRP-BR065FB,150000,1,예약중,새상품,,False,3,0,2026-04-02 21:14:37,1775132077,쿠쿠밥솥 쿠쿠압력밥솥6인용 쿠쿠,610600008,https://m.bunjang.co.kr/products/398961841
쿠쿠 밥솥,398920505,쿠쿠 전기밥솥 화이트,50000,0,판매중,중고,전북특별자치도 전주시 완산구 중화산1동,False,2,0,2026-04-02 18:03:18,1775120598,,610600008,https://m.bunjang.co.kr/products/398920505
쿠쿠 밥솥,398905545,쿠쿠 트윈프레셔 10인용 압력밥솥,265000,0,판매중,중고,,False,4,0,2026-04-02 16:54:10,1775116450,쿠쿠 전기밥솥 압력밥솥,610600008,https://m.bunjang.co.kr/products/398905545
쿠쿠 밥솥,398690167,쿠쿠 lh 압력 밥솥,65000,0,판매중,중고,,False,5,0,2026-04-01 15:33:38,1775025218,,610600008,https://m.bunjang.co.kr/products/398690167
쿠쿠 밥솥,398542399,쿠쿠 전기밥솥,450000,0,판매중,새상품,,True,2,0,2026-03-31 19:30:00,1774953000,,610600008,https://m.bunjang.co.kr/products/398542399
쿠쿠 밥솥,396634539,쿠쿠밥솥,394000,0,판매중,새상품,부산광역시 부산진구 부전제1동,False,1,0,2026-03-29 14:00:15,1774760415,,610600008,https://m.bunjang.co.kr/products/396634539
쿠쿠 밥솥,397901254,쿠쿠 IH 압력밥솥,85000,0,판매중,중고,,False,0,0,2026-03-29 01:08:08,1774714088,밥솥,610600008,https://m.bunjang.co.kr/products/397901254
쿠쿠 밥솥,397939816,쿠쿠압력밥솥10인용 시스템,25000,0,판매중,중고,,False,0,0,2026-03-28 20:05:45,1774695945,,610600008,https://m.bunjang.co.kr/products/397939816
쿠쿠 밥솥,384691091,쿠쿠 미니 밥솥 3인 팔아용,140000,0,판매중,중고,서울특별시 구로구 고척제1동,True,8,0,2026-03-28 19:54:04,1774695244,,610600008,https://m.bunjang.co.kr/products/384691091
쿠쿠 밥솥,397832710,쿠쿠 압력밥솥 WHK-VE1080SD,70000,0,판매중,중고,,False,1,0,2026-03-28 10:39:55,1774661995,,610600008,https://m.bunjang.co.kr/products/397832710
쿠쿠 밥솥,264142622,최고급 명품 대리석 코팅 압력밥솥 쿠쿠 10인용,35000,0,판매중,중고,,True,4,0,2026-03-27 15:10:55,1774591855,밥솥 쿠쿠 rice cuckoo cooker,610600008,https://m.bunjang.co.kr/products/264142622
